回号,抽せん日,当せん番号,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
第3335回,2012/03/22,758,0,7,5,8,1099600.0,45800.0,572700.0,22900.0
第3336回,2012/03/23,4369,4,3,6,9,996500.0,41500.0,519000.0,20700.0
第3337回,2012/03/26,981,0,9,8,1,885200.0,36800.0,461000.0,18400.0
第3338回,2012/03/27,6705,6,7,0,5,778200.0,32400.0,405300.0,16200.0
第3339回,2012/03/28,3089,3,0,8,9,1053900.0,43900.0,548900.0,21900.0
第3340回,2012/03/29,948,0,9,4,8,1009000.0,42000.0,525500.0,21000.0
第3341回,2012/03/30,6521,6,5,2,1,1114200.0,46400.0,580300.0,23200.0
第3342回,2012/04/02,9940,9,9,4,0,1457800.0,121400.0,789600.0,60700.0
第3343回,2012/04/03,1220,1,2,2,0,319800.0,26600.0,173200.0,13300.0
第3344回,2012/04/04,634,0,6,3,4,1017000.0,42300.0,529600.0,21100.0
第3345回,2012/04/05,1182,1,1,8,2,1006500.0,83800.0,545100.0,41900.0
第3346回,2012/04/06,8152,8,1,5,2,992900.0,41300.0,517100.0,20600.0
第3347回,2012/04/09,11,0,0,1,1,771100.0,128500.0,449800.0,64200.0
第3348回,2012/04/10,3057,3,0,5,7,940400.0,39100.0,489700.0,19500.0
第3349回,2012/04/11,2879,2,8,7,9,946900.0,39400.0,493100.0,19700.0
第3350回,2012/04/12,6017,6,0,1,7,1081500.0,45000.0,563200.0,22500.0
第3351回,2012/04/13,8596,8,5,9,6,870400.0,36200.0,453300.0,18100.0
第3352回,2012/04/16,1234,1,2,3,4,359500.0,14900.0,187200.0,7400.0
第3353回,2012/04/17,3019,3,0,1,9,907500.0,37800.0,472600.0,18900.0
第3354回,2012/04/18,8585,8,5,8,5,1168700.0,194700.0,681700.0,97300.0
第3355回,2012/04/19,8947,8,9,4,7,1095400.0,45600.0,570500.0,22800.0
第3356回,2012/04/20,4310,4,3,1,0,897300.0,37300.0,467300.0,18600.0
第3357回,2012/04/23,7372,7,3,7,2,1168400.0,97300.0,632800.0,48600.0
第3358回,2012/04/24,8608,8,6,0,8,1390000.0,115800.0,752900.0,57900.0
第3359回,2012/04/25,4545,4,5,4,5,639400.0,106500.0,372900.0,53200.0
第3360回,2012/04/26,6200,6,2,0,0,1634900.0,136200.0,885500.0,68100.0
第3361回,2012/04/27,2044,2,0,4,4,1128300.0,94000.0,611100.0,47000.0
第3362回,2012/04/30,6767,6,7,6,7,847700.0,141200.0,494400.0,70600.0
第3363回,2012/05/01,5753,5,7,5,3,1129400.0,94100.0,611700.0,47000.0
第3364回,2012/05/02,8491,8,4,9,1,920700.0,38300.0,479500.0,19100.0
第3365回,2012/05/03,9338,9,3,3,8,857600.0,71400.0,464500.0,35700.0
第3366回,2012/05/04,3733,3,7,3,3,650100.0,162500.0,406300.0,81200.0
第3367回,2012/05/07,9266,9,2,6,6,1398500.0,116500.0,757500.0,58200.0
第3368回,2012/05/08,3845,3,8,4,5,976500.0,40600.0,508500.0,20300.0
第3369回,2012/05/09,7085,7,0,8,5,1508000.0,62800.0,785400.0,31400.0
第3370回,2012/05/10,750,0,7,5,0,931400.0,77600.0,504500.0,38800.0
第3371回,2012/05/11,3046,3,0,4,6,1220800.0,50800.0,635800.0,25400.0
第3372回,2012/05/14,5499,5,4,9,9,1016700.0,84700.0,550700.0,42300.0
第3373回,2012/05/15,1564,1,5,6,4,775900.0,32300.0,404100.0,16100.0
第3374回,2012/05/16,424,0,4,2,4,797600.0,66400.0,432000.0,33200.0
第3375回,2012/05/17,25,0,0,2,5,1009800.0,84100.0,546900.0,42000.0
第3376回,2012/05/18,6285,6,2,8,5,1153100.0,48000.0,600500.0,24000.0
第3377回,2012/05/21,1469,1,4,6,9,772200.0,32100.0,402100.0,16000.0
第3378回,2012/05/22,4978,4,9,7,8,914100.0,38000.0,476000.0,19000.0
第3379回,2012/05/23,9410,9,4,1,0,957000.0,39800.0,498400.0,19900.0
第3380回,2012/05/24,9421,9,4,2,1,867900.0,36100.0,452000.0,18000.0
第3381回,2012/05/25,4877,4,8,7,7,1472900.0,122700.0,797800.0,61300.0
第3382回,2012/05/28,3660,3,6,6,0,1362800.0,113500.0,738100.0,56700.0
第3383回,2012/05/29,7107,7,1,0,7,775200.0,64600.0,419900.0,32300.0
第3384回,2012/05/30,1134,1,1,3,4,810900.0,67500.0,439200.0,33700.0
第3385回,2012/05/31,9414,9,4,1,4,973700.0,81100.0,527400.0,40500.0
第3386回,2012/06/01,50,0,0,5,0,1548000.0,387000.0,967500.0,193500.0
第3387回,2012/06/04,9565,9,5,6,5,1170800.0,97500.0,634100.0,48700.0
第3388回,2012/06/05,8830,8,8,3,0,887900.0,73900.0,480900.0,36900.0
第3389回,2012/06/06,7486,7,4,8,6,1176700.0,49000.0,612800.0,24500.0
第3390回,2012/06/07,5440,5,4,4,0,1234300.0,102800.0,668500.0,51400.0
第3391回,2012/06/08,9456,9,4,5,6,865800.0,36000.0,450900.0,18000.0
第3392回,2012/06/11,6238,6,2,3,8,894200.0,37200.0,465700.0,18600.0
第3393回,2012/06/12,7204,7,2,0,4,1157100.0,48200.0,602600.0,24100.0
第3394回,2012/06/13,3109,3,1,0,9,840500.0,35000.0,437700.0,17500.0
第3395回,2012/06/14,3987,3,9,8,7,682800.0,28400.0,355600.0,14200.0
第3396回,2012/06/15,6374,6,3,7,4,984100.0,41000.0,512500.0,20500.0
第3397回,2012/06/18,4695,4,6,9,5,1093100.0,45500.0,569300.0,22700.0
第3398回,2012/06/19,9505,9,5,0,5,1063600.0,88600.0,576100.0,44300.0
第3399回,2012/06/20,8101,8,1,0,1,716700.0,59700.0,388200.0,29800.0
第3400回,2012/06/21,9082,9,0,8,2,1062000.0,44200.0,553100.0,22100.0
第3401回,2012/06/22,9768,9,7,6,8,967000.0,40200.0,503600.0,20100.0
第3402回,2012/06/25,2179,2,1,7,9,901200.0,37500.0,469300.0,18700.0
第3403回,2012/06/26,8106,8,1,0,6,879800.0,36600.0,458200.0,18300.0
第3404回,2012/06/27,7532,7,5,3,2,738300.0,30700.0,384500.0,15300.0
第3405回,2012/06/28,2996,2,9,9,6,867300.0,72200.0,469700.0,36100.0
第3406回,2012/06/29,2557,2,5,5,7,1109100.0,92400.0,600700.0,46200.0
第3407回,2012/07/02,5203,5,2,0,3,1208000.0,50300.0,629100.0,25100.0
第3408回,2012/07/03,598,0,5,9,8,1410900.0,58700.0,734800.0,29300.0
第3409回,2012/07/04,5744,5,7,4,4,1374500.0,114500.0,744500.0,57200.0
第3410回,2012/07/05,7474,7,4,7,4,794500.0,132400.0,463400.0,66200.0
第3411回,2012/07/06,8008,8,0,0,8,378400.0,63000.0,220700.0,31500.0
第3412回,2012/07/09,6348,6,3,4,8,783300.0,32600.0,407900.0,16300.0
第3413回,2012/07/10,2454,2,4,5,4,1276500.0,106300.0,691400.0,53100.0
第3414回,2012/07/11,1590,1,5,9,0,941400.0,39200.0,490300.0,19600.0
第3415回,2012/07/12,3927,3,9,2,7,447300.0,18600.0,232900.0,9300.0
第3416回,2012/07/13,1709,1,7,0,9,964900.0,40200.0,502500.0,20100.0
第3417回,2012/07/16,5393,5,3,9,3,1170000.0,97500.0,633700.0,48700.0
第3418回,2012/07/17,9570,9,5,7,0,956800.0,39800.0,498300.0,19900.0
第3419回,2012/07/18,9909,9,9,0,9,652500.0,163100.0,407800.0,81500.0
第3420回,2012/07/19,8441,8,4,4,1,1312600.0,109300.0,710900.0,54600.0
第3421回,2012/07/20,1506,1,5,0,6,1181900.0,49200.0,615500.0,24600.0
第3422回,2012/07/23,4120,4,1,2,0,773600.0,32200.0,402900.0,16100.0
第3423回,2012/07/24,4440,4,4,4,0,884700.0,221100.0,552900.0,110500.0
第3424回,2012/07/25,1892,1,8,9,2,816300.0,34000.0,425100.0,17000.0
第3425回,2012/07/26,8311,8,3,1,1,1029300.0,85700.0,557500.0,42800.0
第3426回,2012/07/27,7534,7,5,3,4,968800.0,40300.0,504500.0,20100.0
第3427回,2012/07/30,7921,7,9,2,1,976500.0,40600.0,508500.0,20300.0
第3428回,2012/07/31,4058,4,0,5,8,819600.0,34100.0,426800.0,17000.0
第3429回,2012/08/01,7571,7,5,7,1,1109800.0,92400.0,601100.0,46200.0
第3430回,2012/08/02,2905,2,9,0,5,802800.0,33400.0,418100.0,16700.0
第3431回,2012/08/03,3394,3,3,9,4,1201500.0,100100.0,650800.0,50000.0
第3432回,2012/08/06,9818,9,8,1,8,1148600.0,95700.0,622100.0,47800.0
第3433回,2012/08/07,2813,2,8,1,3,866000.0,36000.0,451000.0,18000.0
第3434回,2012/08/08,9794,9,7,9,4,1247100.0,103900.0,675500.0,51900.0
第3435回,2012/08/09,4889,4,8,8,9,1033500.0,86100.0,559800.0,43000.0
第3436回,2012/08/10,7222,7,2,2,2,1443400.0,360800.0,902100.0,180400.0
第3437回,2012/08/13,9738,9,7,3,8,1068300.0,44500.0,556400.0,22200.0
第3438回,2012/08/14,5573,5,5,7,3,970100.0,80800.0,525400.0,40400.0
第3439回,2012/08/15,9179,9,1,7,9,1196100.0,99600.0,647800.0,49800.0
第3440回,2012/08/16,3707,3,7,0,7,1078900.0,89900.0,584400.0,44900.0
第3441回,2012/08/17,234,0,2,3,4,1322200.0,55000.0,688600.0,27500.0
第3442回,2012/08/20,8344,8,3,4,4,1158700.0,96500.0,627600.0,48200.0
第3443回,2012/08/21,9572,9,5,7,2,983900.0,40900.0,512400.0,20400.0
第3444回,2012/08/22,4337,4,3,3,7,1027500.0,85600.0,556500.0,42800.0
第3445回,2012/08/23,8665,8,6,6,5,778900.0,64900.0,421900.0,32400.0
第3446回,2012/08/24,189,0,1,8,9,625800.0,26000.0,325900.0,13000.0
第3447回,2012/08/27,6354,6,3,5,4,828800.0,34500.0,431600.0,17200.0
第3448回,2012/08/28,9226,9,2,2,6,981000.0,81700.0,531300.0,40800.0
第3449回,2012/08/29,4040,4,0,4,0,1226400.0,204400.0,715400.0,102200.0
第3450回,2012/08/30,4698,4,6,9,8,1000200.0,41600.0,520900.0,20800.0
第3451回,2012/08/31,984,0,9,8,4,828600.0,34500.0,431500.0,17200.0
第3452回,2012/09/03,8742,8,7,4,2,1165800.0,48500.0,607100.0,24200.0
第3453回,2012/09/04,5965,5,9,6,5,1077000.0,89700.0,583300.0,44800.0
第3454回,2012/09/05,9560,9,5,6,0,645500.0,26800.0,336100.0,13400.0
第3455回,2012/09/06,4989,4,9,8,9,230800.0,19200.0,125000.0,9600.0
第3456回,2012/09/07,577,0,5,7,7,1267800.0,105600.0,686700.0,52800.0
第3457回,2012/09/10,1093,1,0,9,3,785500.0,32700.0,409100.0,16300.0
第3458回,2012/09/11,8440,8,4,4,0,1116800.0,93000.0,604900.0,46500.0
第3459回,2012/09/12,5765,5,7,6,5,1254300.0,104500.0,679400.0,52200.0
第3460回,2012/09/13,7954,7,9,5,4,769700.0,32000.0,400800.0,16000.0
第3461回,2012/09/14,6969,6,9,6,9,782400.0,130400.0,456400.0,65200.0
第3462回,2012/09/17,9427,9,4,2,7,686900.0,28600.0,357700.0,14300.0
第3463回,2012/09/18,2305,2,3,0,5,1172800.0,48800.0,610800.0,24400.0
第3464回,2012/09/19,1477,1,4,7,7,747300.0,62200.0,404700.0,31100.0
第3465回,2012/09/20,2947,2,9,4,7,803000.0,33400.0,418200.0,16700.0
第3466回,2012/09/21,8887,8,8,8,7,906200.0,226500.0,566300.0,113200.0
第3467回,2012/09/24,5755,5,7,5,5,822400.0,205600.0,514000.0,102800.0
第3468回,2012/09/25,5368,5,3,6,8,675800.0,28100.0,351900.0,14000.0
第3469回,2012/09/26,386,0,3,8,6,1196100.0,49800.0,622900.0,24900.0
第3470回,2012/09/27,3029,3,0,2,9,870500.0,36200.0,453300.0,18100.0
第3471回,2012/09/28,4835,4,8,3,5,911200.0,37900.0,474500.0,18900.0
第3472回,2012/10/01,2268,2,2,6,8,910800.0,75900.0,493300.0,37900.0
第3473回,2012/10/02,2970,2,9,7,0,1018100.0,42400.0,530200.0,21200.0
第3474回,2012/10/03,4161,4,1,6,1,1067900.0,88900.0,578400.0,44400.0
第3475回,2012/10/04,8382,8,3,8,2,791900.0,65900.0,428900.0,32900.0
第3476回,2012/10/05,8560,8,5,6,0,908300.0,37800.0,473000.0,18900.0
第3477回,2012/10/08,6216,6,2,1,6,973500.0,81100.0,527300.0,40500.0
第3478回,2012/10/09,4338,4,3,3,8,1055300.0,87900.0,571600.0,43900.0
第3479回,2012/10/10,9522,9,5,2,2,1172500.0,97700.0,635100.0,48800.0
第3480回,2012/10/11,3712,3,7,1,2,703800.0,29300.0,366500.0,14600.0
第3481回,2012/10/12,4571,4,5,7,1,911700.0,37900.0,474800.0,18900.0
第3482回,2012/10/15,5796,5,7,9,6,1104400.0,46000.0,575200.0,23000.0
第3483回,2012/10/16,7159,7,1,5,9,926300.0,38500.0,482400.0,19200.0
第3484回,2012/10/17,8493,8,4,9,3,1068200.0,44500.0,556300.0,22200.0
第3485回,2012/10/18,3110,3,1,1,0,410400.0,34200.0,222300.0,17100.0
第3486回,2012/10/19,9133,9,1,3,3,1026400.0,85500.0,555900.0,42700.0
第3487回,2012/10/22,711,0,7,1,1,561000.0,46700.0,303800.0,23300.0
第3488回,2012/10/23,6265,6,2,6,5,1057200.0,88100.0,572600.0,44000.0
第3489回,2012/10/24,5903,5,9,0,3,970700.0,40400.0,505500.0,20200.0
第3490回,2012/10/25,8554,8,5,5,4,1208900.0,100700.0,654800.0,50300.0
第3491回,2012/10/26,1546,1,5,4,6,1310700.0,54600.0,682600.0,27300.0
第3492回,2012/10/29,5994,5,9,9,4,948600.0,79000.0,513800.0,39500.0
第3493回,2012/10/30,6599,6,5,9,9,1064700.0,88700.0,576700.0,44300.0
第3494回,2012/10/31,9002,9,0,0,2,1159700.0,96600.0,628100.0,48300.0
第3495回,2012/11/01,1841,1,8,4,1,766100.0,63800.0,414900.0,31900.0
第3496回,2012/11/02,9454,9,4,5,4,981900.0,81800.0,531800.0,40900.0
第3497回,2012/11/05,7646,7,6,4,6,1281900.0,106800.0,694300.0,53400.0
第3498回,2012/11/06,820,0,8,2,0,658100.0,54800.0,356400.0,27400.0
第3499回,2012/11/07,5474,5,4,7,4,1246600.0,103800.0,675200.0,51900.0
第3500回,2012/11/08,9360,9,3,6,0,1319100.0,54900.0,687000.0,27400.0
第3501回,2012/11/09,4167,4,1,6,7,805100.0,33500.0,419300.0,16700.0
第3502回,2012/11/12,7995,7,9,9,5,1158700.0,96500.0,627600.0,48200.0
第3503回,2012/11/13,9034,9,0,3,4,1257400.0,52300.0,654800.0,26100.0
第3504回,2012/11/14,5879,5,8,7,9,886200.0,36900.0,461500.0,18400.0
第3505回,2012/11/15,5395,5,3,9,5,1233500.0,102700.0,668100.0,51300.0
第3506回,2012/11/16,5194,5,1,9,4,879000.0,36600.0,457800.0,18300.0
第3507回,2012/11/19,8660,8,6,6,0,1193800.0,99400.0,646600.0,49700.0
第3508回,2012/11/20,7922,7,9,2,2,972100.0,81000.0,526500.0,40500.0
第3509回,2012/11/21,8477,8,4,7,7,1083500.0,90200.0,586800.0,45100.0
第3510回,2012/11/22,1467,1,4,6,7,919800.0,38300.0,479000.0,19100.0
第3511回,2012/11/23,2868,2,8,6,8,873700.0,72800.0,473200.0,36400.0
第3512回,2012/11/26,4900,4,9,0,0,1307200.0,108900.0,708000.0,54400.0
第3513回,2012/11/27,4767,4,7,6,7,912000.0,76000.0,494000.0,38000.0
第3514回,2012/11/28,2859,2,8,5,9,866100.0,36000.0,451000.0,18000.0
第3515回,2012/11/29,6004,6,0,0,4,1323600.0,110300.0,716900.0,55100.0
第3516回,2012/11/30,9170,9,1,7,0,1154000.0,48000.0,601000.0,24000.0
第3517回,2012/12/03,4762,4,7,6,2,906200.0,37700.0,471900.0,18800.0
第3518回,2012/12/04,9607,9,6,0,7,864400.0,36000.0,450200.0,18000.0
第3519回,2012/12/05,8897,8,8,9,7,972400.0,81000.0,526700.0,40500.0
第3520回,2012/12/06,2952,2,9,5,2,1067600.0,88900.0,578200.0,44400.0
第3521回,2012/12/07,7067,7,0,6,7,1387800.0,115600.0,751700.0,57800.0
第3522回,2012/12/10,1171,1,1,7,1,743800.0,185900.0,464800.0,92900.0
第3523回,2012/12/11,5549,5,5,4,9,1022500.0,85200.0,553800.0,42600.0
第3524回,2012/12/12,5952,5,9,5,2,1285200.0,107100.0,696100.0,53500.0
第3525回,2012/12/13,3608,3,6,0,8,792700.0,33000.0,412800.0,16500.0
第3526回,2012/12/14,7356,7,3,5,6,1137800.0,47400.0,592600.0,23700.0
第3527回,2012/12/17,9395,9,3,9,5,1213800.0,101100.0,657400.0,50500.0
第3528回,2012/12/18,3778,3,7,7,8,1157700.0,96400.0,627000.0,48200.0
第3529回,2012/12/19,9582,9,5,8,2,1161400.0,48300.0,604800.0,24100.0
第3530回,2012/12/20,1982,1,9,8,2,897400.0,37300.0,467300.0,18600.0
第3531回,2012/12/21,9632,9,6,3,2,1076200.0,44800.0,560500.0,22400.0
第3532回,2012/12/24,273,0,2,7,3,1247000.0,51900.0,649400.0,25900.0
第3533回,2012/12/25,1332,1,3,3,2,936900.0,78000.0,507400.0,39000.0
第3534回,2012/12/26,9073,9,0,7,3,1090900.0,45400.0,568100.0,22700.0
第3535回,2012/12/27,7531,7,5,3,1,746000.0,31000.0,388500.0,15500.0
第3536回,2012/12/28,3273,3,2,7,3,745200.0,62100.0,403600.0,31000.0
第3537回,2013/01/04,2052,2,0,5,2,1081800.0,90100.0,585900.0,45000.0
第3538回,2013/01/07,3148,3,1,4,8,786500.0,32700.0,409600.0,16300.0
第3539回,2013/01/08,3464,3,4,6,4,1308900.0,109000.0,708900.0,54500.0
第3540回,2013/01/09,3405,3,4,0,5,1234600.0,51400.0,643000.0,25700.0
第3541回,2013/01/10,8512,8,5,1,2,911200.0,37900.0,474500.0,18900.0
第3542回,2013/01/11,2531,2,5,3,1,723700.0,30100.0,376900.0,15000.0
第3543回,2013/01/14,783,0,7,8,3,916400.0,38100.0,477200.0,19000.0
第3544回,2013/01/15,7773,7,7,7,3,986000.0,246500.0,616200.0,123200.0
第3545回,2013/01/16,1595,1,5,9,5,1179500.0,98200.0,638800.0,49100.0
第3546回,2013/01/17,8791,8,7,9,1,951400.0,39600.0,495500.0,19800.0
第3547回,2013/01/18,9383,9,3,8,3,1116900.0,93000.0,604900.0,46500.0
第3548回,2013/01/21,3980,3,9,8,0,861000.0,35800.0,448400.0,17900.0
第3549回,2013/01/22,7064,7,0,6,4,1253600.0,52200.0,652900.0,26100.0
第3550回,2013/01/23,5638,5,6,3,8,793800.0,33000.0,413400.0,16500.0
第3551回,2013/01/24,3847,3,8,4,7,757600.0,31500.0,394500.0,15700.0
第3552回,2013/01/25,3019,3,0,1,9,779100.0,32400.0,405700.0,16200.0
第3553回,2013/01/28,624,0,6,2,4,665300.0,27700.0,346500.0,13800.0
第3554回,2013/01/29,9444,9,4,4,4,1145400.0,286300.0,715800.0,143100.0
第3555回,2013/01/30,6262,6,2,6,2,933500.0,155500.0,544500.0,77700.0
第3556回,2013/01/31,3911,3,9,1,1,750600.0,62500.0,406500.0,31200.0
第3557回,2013/02/01,9159,9,1,5,9,1023200.0,85200.0,554200.0,42600.0
第3558回,2013/02/04,6708,6,7,0,8,1316900.0,54800.0,685800.0,27400.0
第3559回,2013/02/05,3397,3,3,9,7,841100.0,70000.0,455500.0,35000.0
第3560回,2013/02/06,9375,9,3,7,5,787900.0,32800.0,410300.0,16400.0
第3561回,2013/02/07,6964,6,9,6,4,748200.0,62300.0,405200.0,31100.0
第3562回,2013/02/08,3092,3,0,9,2,1024900.0,42700.0,533800.0,21300.0
第3563回,2013/02/11,3402,3,4,0,2,1131400.0,47100.0,589200.0,23500.0
第3564回,2013/02/12,5888,5,8,8,8,587800.0,146900.0,367300.0,73400.0
第3565回,2013/02/13,6258,6,2,5,8,877800.0,36500.0,457100.0,18200.0
第3566回,2013/02/14,2340,2,3,4,0,1295000.0,53900.0,674400.0,26900.0
第3567回,2013/02/15,2376,2,3,7,6,1017400.0,42300.0,529800.0,21100.0
第3568回,2013/02/18,673,0,6,7,3,1150300.0,47900.0,599100.0,23900.0
第3569回,2013/02/19,2821,2,8,2,1,783100.0,65200.0,424100.0,32600.0
第3570回,2013/02/20,5777,5,7,7,7,700000.0,175000.0,437500.0,87500.0
第3571回,2013/02/21,7329,7,3,2,9,552600.0,23000.0,287800.0,11500.0
第3572回,2013/02/22,5647,5,6,4,7,1167200.0,48600.0,607900.0,24300.0
第3573回,2013/02/25,3178,3,1,7,8,764600.0,31800.0,398200.0,15900.0
第3574回,2013/02/26,9585,9,5,8,5,1075700.0,89600.0,582600.0,44800.0
第3575回,2013/02/27,3433,3,4,3,3,1185100.0,296200.0,740600.0,148100.0
第3576回,2013/02/28,9333,9,3,3,3,712500.0,178100.0,445300.0,89000.0
第3577回,2013/03/01,8222,8,2,2,2,740900.0,185200.0,463000.0,92600.0
第3578回,2013/03/04,7303,7,3,0,3,1259300.0,104900.0,682100.0,52400.0
第3579回,2013/03/05,4295,4,2,9,5,1365800.0,56900.0,711300.0,28400.0
第3580回,2013/03/06,5893,5,8,9,3,1033400.0,43000.0,538200.0,21500.0
第3581回,2013/03/07,2887,2,8,8,7,1162700.0,96800.0,629700.0,48400.0
第3582回,2013/03/08,4424,4,4,2,4,980100.0,245000.0,612500.0,122500.0
第3583回,2013/03/11,4379,4,3,7,9,733400.0,30500.0,381900.0,15200.0
第3584回,2013/03/12,8471,8,4,7,1,879000.0,36600.0,457800.0,18300.0
第3585回,2013/03/13,4465,4,4,6,5,1304500.0,108700.0,706600.0,54300.0
第3586回,2013/03/14,3417,3,4,1,7,774000.0,32200.0,403100.0,16100.0
第3587回,2013/03/15,2105,2,1,0,5,1048600.0,43600.0,546100.0,21800.0
第3588回,2013/03/18,2935,2,9,3,5,1004200.0,41800.0,523000.0,20900.0
第3589回,2013/03/19,4327,4,3,2,7,654000.0,27200.0,340600.0,13600.0
第3590回,2013/03/20,1105,1,1,0,5,479100.0,39900.0,259500.0,19900.0
第3591回,2013/03/21,1564,1,5,6,4,676100.0,28100.0,352100.0,14000.0
第3592回,2013/03/22,3575,3,5,7,5,776000.0,64600.0,420300.0,32300.0
第3593回,2013/03/25,241,0,2,4,1,1155300.0,48100.0,601700.0,24000.0
第3594回,2013/03/26,181,0,1,8,1,1134700.0,94500.0,614600.0,47200.0
第3595回,2013/03/27,9740,9,7,4,0,1091000.0,45400.0,568200.0,22700.0
第3596回,2013/03/28,5985,5,9,8,5,1263100.0,105200.0,684100.0,52600.0
第3597回,2013/03/29,3191,3,1,9,1,1300200.0,108300.0,704200.0,54100.0
第3598回,2013/04/01,5997,5,9,9,7,1084700.0,90300.0,587500.0,45100.0
第3599回,2013/04/02,9493,9,4,9,3,1210700.0,100800.0,655700.0,50400.0
第3600回,2013/04/03,4896,4,8,9,6,921300.0,38300.0,479800.0,19100.0
第3601回,2013/04/04,6938,6,9,3,8,785500.0,32700.0,409100.0,16300.0
第3602回,2013/04/05,5022,5,0,2,2,963800.0,80300.0,522000.0,40100.0
第3603回,2013/04/08,3315,3,3,1,5,765600.0,63800.0,414700.0,31900.0
第3604回,2013/04/09,8104,8,1,0,4,1061300.0,44200.0,552700.0,22100.0
第3605回,2013/04/10,5359,5,3,5,9,921600.0,76800.0,499200.0,38400.0
第3606回,2013/04/11,3002,3,0,0,2,1032300.0,86000.0,559100.0,43000.0
第3607回,2013/04/12,6717,6,7,1,7,893800.0,74400.0,484100.0,37200.0
第3608回,2013/04/15,1460,1,4,6,0,1117100.0,46500.0,581800.0,23200.0
第3609回,2013/04/16,2390,2,3,9,0,1067500.0,44400.0,555900.0,22200.0
第3610回,2013/04/17,4868,4,8,6,8,785900.0,65400.0,425600.0,32700.0
第3611回,2013/04/18,6775,6,7,7,5,1150400.0,95800.0,623100.0,47900.0
第3612回,2013/04/19,799,0,7,9,9,1264600.0,105300.0,684900.0,52600.0
第3613回,2013/04/22,6253,6,2,5,3,1017600.0,42400.0,530000.0,21200.0
第3614回,2013/04/23,5970,5,9,7,0,1070100.0,44500.0,557300.0,22200.0
第3615回,2013/04/24,2600,2,6,0,0,1302200.0,108500.0,705300.0,54200.0
第3616回,2013/04/25,7793,7,7,9,3,1011100.0,84200.0,547600.0,42100.0
第3617回,2013/04/26,1056,1,0,5,6,941200.0,39200.0,490200.0,19600.0
第3618回,2013/04/29,3416,3,4,1,6,776400.0,32300.0,404300.0,16100.0
第3619回,2013/04/30,1114,1,1,1,4,521900.0,130400.0,326100.0,65200.0
第3620回,2013/05/01,7895,7,8,9,5,1235800.0,51400.0,643600.0,25700.0
第3621回,2013/05/02,95,0,0,9,5,1122500.0,93500.0,608000.0,46700.0
第3622回,2013/05/03,4237,4,2,3,7,1131400.0,47100.0,589200.0,23500.0
第3623回,2013/05/06,4569,4,5,6,9,749500.0,31200.0,390300.0,15600.0
第3624回,2013/05/07,6554,6,5,5,4,1035700.0,86300.0,561000.0,43100.0
第3625回,2013/05/08,3307,3,3,0,7,1146200.0,95500.0,620800.0,47700.0
第3626回,2013/05/09,7372,7,3,7,2,964100.0,80300.0,522200.0,40100.0
第3627回,2013/05/10,8503,8,5,0,3,1165800.0,48500.0,607100.0,24200.0
第3628回,2013/05/13,6836,6,8,3,6,1055600.0,87900.0,571700.0,43900.0
第3629回,2013/05/14,1295,1,2,9,5,1249400.0,52000.0,650700.0,26000.0
第3630回,2013/05/15,9604,9,6,0,4,1183500.0,49300.0,616400.0,24600.0
第3631回,2013/05/16,6985,6,9,8,5,911400.0,37900.0,474600.0,18900.0
第3632回,2013/05/17,1667,1,6,6,7,1201700.0,100100.0,650900.0,50000.0
第3633回,2013/05/20,7209,7,2,0,9,1225300.0,51000.0,638100.0,25500.0
第3634回,2013/05/21,9991,9,9,9,1,732500.0,183100.0,457800.0,91500.0
第3635回,2013/05/22,8226,8,2,2,6,1269200.0,105700.0,687400.0,52800.0
第3636回,2013/05/23,7760,7,7,6,0,1156200.0,96300.0,626200.0,48100.0
第3637回,2013/05/24,7173,7,1,7,3,1020900.0,85000.0,552900.0,42500.0
第3638回,2013/05/27,1364,1,3,6,4,1150700.0,47900.0,599300.0,23900.0
第3639回,2013/05/28,1676,1,6,7,6,1444900.0,120400.0,782600.0,60200.0
第3640回,2013/05/29,9957,9,9,5,7,987000.0,82200.0,534600.0,41100.0
第3641回,2013/05/30,7251,7,2,5,1,1024800.0,42700.0,533700.0,21300.0
第3642回,2013/05/31,6418,6,4,1,8,834200.0,34700.0,434400.0,17300.0
第3643回,2013/06/03,9892,9,8,9,2,1276000.0,106300.0,691100.0,53100.0
第3644回,2013/06/04,544,0,5,4,4,1018600.0,84800.0,551700.0,42400.0
第3645回,2013/06/05,5587,5,5,8,7,1114300.0,92800.0,603500.0,46400.0
第3646回,2013/06/06,4637,4,6,3,7,798000.0,33200.0,415600.0,16600.0
第3647回,2013/06/07,2565,2,5,6,5,1055600.0,87900.0,571700.0,43900.0
第3648回,2013/06/10,8479,8,4,7,9,997900.0,41500.0,519700.0,20700.0
第3649回,2013/06/11,3016,3,0,1,6,778800.0,32400.0,405600.0,16200.0
第3650回,2013/06/12,4697,4,6,9,7,790400.0,32900.0,411600.0,16400.0
第3651回,2013/06/13,2403,2,4,0,3,1092000.0,45500.0,568700.0,22700.0
第3652回,2013/06/14,9706,9,7,0,6,1108300.0,46100.0,577200.0,23000.0
第3653回,2013/06/17,2033,2,0,3,3,957500.0,79700.0,518600.0,39800.0
第3654回,2013/06/18,1426,1,4,2,6,762900.0,31700.0,397300.0,15800.0
第3655回,2013/06/19,3997,3,9,9,7,1066500.0,88800.0,577600.0,44400.0
