draw_no,draw_date,winning_number,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
3825,2014-02-18,8749,8,7,4,9,985700,41000,513300,20500
3826,2014-02-19,3045,3,0,4,5,1097500,45700,571600,22800
3827,2014-02-20,3380,3,3,8,0,992400,82700,537500,41300
3828,2014-02-21,2395,2,3,9,5,879500,36600,458000,18300
3829,2014-02-24,3624,3,6,2,4,793600,33000,413300,16500
3830,2014-02-25,5427,5,4,2,7,830600,34600,432600,17300
3831,2014-02-26,1856,1,8,5,6,814500,33900,424200,16900
3832,2014-02-27,3147,3,1,4,7,821800,34200,428000,17100
3833,2014-02-28,7516,7,5,1,6,1107400,46100,576700,23000
3834,2014-03-03,5946,5,9,4,6,1206500,50200,628300,25100
3835,2014-03-04,6662,6,6,6,2,1180700,295100,737900,147500
3836,2014-03-05,8631,8,6,3,1,734700,30600,382600,15300
3837,2014-03-06,4305,4,3,0,5,1253000,52200,652600,26100
3838,2014-03-07,2118,2,1,1,8,930400,77500,503900,38700
3839,2014-03-10,3373,3,3,7,3,655800,163900,409800,81900
3840,2014-03-11,2705,2,7,0,5,972800,40500,506600,20200
3841,2014-03-12,6485,6,4,8,5,1145800,47700,596700,23800
3842,2014-03-13,4001,4,0,0,1,689300,57400,373300,28700
3843,2014-03-14,1697,1,6,9,7,946400,39400,492900,19700
3844,2014-03-17,7836,7,8,3,6,830300,34500,432400,17200
3845,2014-03-18,5877,5,8,7,7,1194600,99500,647000,49700
3846,2014-03-19,7811,7,8,1,1,879500,73200,476300,36600
3847,2014-03-20,8484,8,4,8,4,1621700,270200,945900,135100
3848,2014-03-21,0342,0,3,4,2,1305600,54400,680000,27200
3849,2014-03-24,2491,2,4,9,1,820100,34100,427100,17000
3850,2014-03-25,8191,8,1,9,1,1319800,109900,714800,54900
3851,2014-03-26,6831,6,8,3,1,812800,33800,423300,16900
3852,2014-03-27,5824,5,8,2,4,899200,37400,468300,18700
3853,2014-03-28,1875,1,8,7,5,774000,32200,403100,16100
3854,2014-03-31,6980,6,9,8,0,1039400,43300,541300,21600
3855,2014-04-01,7734,7,7,3,4,900600,75000,487800,37500
3856,2014-04-02,0521,0,5,2,1,618100,25700,321900,12800
3857,2014-04-03,9592,9,5,9,2,1072100,89300,580700,44600
3858,2014-04-04,8401,8,4,0,1,1103300,45900,574600,22900
3859,2014-04-07,4556,4,5,5,6,970000,80800,525400,40400
3860,2014-04-08,7260,7,2,6,0,984100,41000,512500,20500
3861,2014-04-09,7218,7,2,1,8,788300,32800,410500,16400
3862,2014-04-10,9507,9,5,0,7,967400,40300,503800,20100
3863,2014-04-11,5747,5,7,4,7,1341700,111800,726700,55900
3864,2014-04-14,2218,2,2,1,8,795200,66200,430700,33100
3865,2014-04-15,1247,1,2,4,7,750700,31200,390900,15600
3866,2014-04-16,7440,7,4,4,0,1132400,94300,613300,47100
3867,2014-04-17,5148,5,1,4,8,706400,29400,367900,14700
3868,2014-04-18,2454,2,4,5,4,1204700,100300,652500,50100
3869,2014-04-21,9681,9,6,8,1,913500,38000,475700,19000
3870,2014-04-22,2554,2,5,5,4,1142900,95200,619000,47600
3871,2014-04-23,1358,1,3,5,8,560900,23300,292100,11600
3872,2014-04-24,9910,9,9,1,0,1130900,94200,612500,47100
3873,2014-04-25,7815,7,8,1,5,816200,34000,425100,17000
3874,2014-04-28,0318,0,3,1,8,547700,22800,285200,11400
3875,2014-04-29,8590,8,5,9,0,1244400,51800,648100,25900
3876,2014-04-30,0538,0,5,3,8,1003600,41800,522700,20900
3877,2014-05-01,7594,7,5,9,4,938500,39100,488800,19500
3878,2014-05-02,5221,5,2,2,1,757900,63100,410500,31500
3879,2014-05-05,9967,9,9,6,7,1209400,100700,655000,50300
3880,2014-05-06,3870,3,8,7,0,987700,41100,514400,20500
3881,2014-05-07,4471,4,4,7,1,712300,59300,385800,29600
3882,2014-05-08,4449,4,4,4,9,1046700,261600,654100,130800
3883,2014-05-09,9740,9,7,4,0,835000,34700,434800,17300
3884,2014-05-12,5164,5,1,6,4,886800,36900,461800,18400
3885,2014-05-13,1542,1,5,4,2,1045600,43500,544500,21700
3886,2014-05-14,9317,9,3,1,7,780400,32500,406400,16200
3887,2014-05-15,9361,9,3,6,1,1063100,44200,553600,22100
3888,2014-05-16,5946,5,9,4,6,1037400,43200,540300,21600
3889,2014-05-19,0594,0,5,9,4,855700,35600,445600,17800
3890,2014-05-20,4491,4,4,9,1,990100,82500,536300,41200
3891,2014-05-21,5433,5,4,3,3,1224200,102000,663100,51000
3892,2014-05-22,7401,7,4,0,1,1068500,44500,556500,22200
3893,2014-05-23,2217,2,2,1,7,934400,77800,506100,38900
3894,2014-05-26,9374,9,3,7,4,1014400,42200,528300,21100
3895,2014-05-27,8486,8,4,8,6,779800,64900,422300,32400
3896,2014-05-28,7436,7,4,3,6,909800,37900,473800,18900
3897,2014-05-29,6269,6,2,6,9,1072300,89300,580800,44600
3898,2014-05-30,3753,3,7,5,3,708100,59000,383500,29500
3899,2014-06-02,8041,8,0,4,1,951400,39600,495500,19800
3900,2014-06-03,3161,3,1,6,1,1183500,98600,641000,49300
3901,2014-06-04,2574,2,5,7,4,698300,29000,363600,14500
3902,2014-06-05,5574,5,5,7,4,915600,76300,495900,38100
3903,2014-06-06,8616,8,6,1,6,1189400,99100,644200,49500
3904,2014-06-09,7601,7,6,0,1,1195000,49700,622300,24800
3905,2014-06-10,1691,1,6,9,1,653000,54400,353700,27200
3906,2014-06-11,9444,9,4,4,4,1163300,290800,727000,145400
3907,2014-06-12,5173,5,1,7,3,881500,36700,459100,18300
3908,2014-06-13,5578,5,5,7,8,1053400,87700,570500,43800
3909,2014-06-16,0069,0,0,6,9,859600,71600,465600,35800
3910,2014-06-17,3792,3,7,9,2,406900,16900,211900,8400
3911,2014-06-18,7660,7,6,6,0,1393500,116100,754800,58000
3912,2014-06-19,8842,8,8,4,2,1338500,111500,725000,55700
3913,2014-06-20,1836,1,8,3,6,716500,29800,373100,14900
3914,2014-06-23,0869,0,8,6,9,1225900,51000,638400,25500
3915,2014-06-24,7130,7,1,3,0,776600,32300,404400,16100
3916,2014-06-25,7936,7,9,3,6,791000,32900,411900,16400
3917,2014-06-26,8636,8,6,3,6,1058000,88100,573000,44000
3918,2014-06-27,0313,0,3,1,3,505200,42100,273600,21000
3919,2014-06-30,6041,6,0,4,1,1061200,44200,552700,22100
3920,2014-07-01,4039,4,0,3,9,919700,38300,479000,19100
3921,2014-07-02,3892,3,8,9,2,750600,31200,390900,15600
3922,2014-07-03,7321,7,3,2,1,718100,29900,374000,14900
3923,2014-07-04,5987,5,9,8,7,689400,28700,359000,14300
3924,2014-07-07,7438,7,4,3,8,911500,37900,474700,18900
3925,2014-07-08,5517,5,5,1,7,887400,73900,480600,36900
3926,2014-07-09,8605,8,6,0,5,1021500,42500,532000,21200
3927,2014-07-10,9219,9,2,1,9,1175100,97900,636500,48900
3928,2014-07-11,3509,3,5,0,9,1124500,46800,585600,23400
3929,2014-07-14,4786,4,7,8,6,824300,34300,429300,17100
3930,2014-07-15,6933,6,9,3,3,878300,73100,475700,36500
3931,2014-07-16,3818,3,8,1,8,697100,58000,377500,29000
3932,2014-07-17,2068,2,0,6,8,1165000,48500,606700,24200
3933,2014-07-18,7515,7,5,1,5,1146000,95500,620700,47700
3934,2014-07-21,7306,7,3,0,6,1328900,55300,692100,27600
3935,2014-07-22,3811,3,8,1,1,664000,55300,359600,27600
3936,2014-07-23,4293,4,2,9,3,1044700,43500,544100,21700
3937,2014-07-24,7684,7,6,8,4,985100,41000,513000,20500
3938,2014-07-25,6859,6,8,5,9,586100,24400,305200,12200
3939,2014-07-28,7078,7,0,7,8,1310600,109200,709900,54600
3940,2014-07-29,6192,6,1,9,2,907400,37800,472600,18900
3941,2014-07-30,0593,0,5,9,3,1208600,50300,629400,25100
3942,2014-07-31,2182,2,1,8,2,1193000,99400,646200,49700
3943,2014-08-01,4991,4,9,9,1,893800,74400,484100,37200
3944,2014-08-04,5109,5,1,0,9,690300,28700,359500,14300
3945,2014-08-05,6919,6,9,1,9,633200,52700,342900,26300
3946,2014-08-06,0354,0,3,5,4,1243300,51800,647500,25900
3947,2014-08-07,6579,6,5,7,9,1086000,45200,565600,22600
3948,2014-08-08,1455,1,4,5,5,1143500,95200,619300,47600
3949,2014-08-11,1251,1,2,5,1,956800,79700,518200,39800
3950,2014-08-12,8425,8,4,2,5,1073800,44700,559200,22300
3951,2014-08-13,0529,0,5,2,9,488500,20300,254400,10100
3952,2014-08-14,6205,6,2,0,5,965900,40200,503000,20100
3953,2014-08-15,3723,3,7,2,3,867500,72200,469800,36100
3954,2014-08-18,0103,0,1,0,3,789000,65700,427300,32800
3955,2014-08-19,3729,3,7,2,9,524700,21800,273200,10900
3956,2014-08-20,2602,2,6,0,2,1106300,92100,599200,46000
3957,2014-08-21,5595,5,5,9,5,941900,235400,588600,117700
3958,2014-08-22,5668,5,6,6,8,933300,77700,505500,38800
3959,2014-08-25,8360,8,3,6,0,1167700,48600,608100,24300
3960,2014-08-26,0307,0,3,0,7,975400,81200,528300,40600
3961,2014-08-27,9897,9,8,9,7,1186200,98800,642500,49400
3962,2014-08-28,0296,0,2,9,6,764300,31800,398000,15900
3963,2014-08-29,0581,0,5,8,1,871200,36300,453700,18100
3964,2014-09-01,2330,2,3,3,0,968400,80700,524500,40300
3965,2014-09-02,7748,7,7,4,8,1141800,95100,618400,47500
3966,2014-09-03,8547,8,5,4,7,836400,34800,435600,17400
3967,2014-09-04,6122,6,1,2,2,826900,68900,447900,34400
3968,2014-09-05,7327,7,3,2,7,1009000,84000,546500,42000
3969,2014-09-08,3161,3,1,6,1,1171800,97600,634700,48800
3970,2014-09-09,4886,4,8,8,6,938600,78200,508400,39100
3971,2014-09-10,2026,2,0,2,6,1156600,96300,626400,48100
3972,2014-09-11,5146,5,1,4,6,813600,33900,423700,16900
3973,2014-09-12,3045,3,0,4,5,1067800,44400,556100,22200
3974,2014-09-15,9322,9,3,2,2,1428700,119000,773800,59500
3975,2014-09-16,1748,1,7,4,8,844400,35100,439700,17500
3976,2014-09-17,0101,0,1,0,1,868700,144700,506700,72300
3977,2014-09-18,8102,8,1,0,2,735500,30600,383000,15300
3978,2014-09-19,7409,7,4,0,9,917100,38200,477600,19100
3979,2014-09-22,0113,0,1,1,3,516000,43000,279500,21500
3980,2014-09-23,0402,0,4,0,2,763900,63600,413700,31800
3981,2014-09-24,8793,8,7,9,3,991500,41300,516400,20600
3982,2014-09-25,6950,6,9,5,0,763100,31700,397400,15800
3983,2014-09-26,6983,6,9,8,3,852100,35500,443800,17700
3984,2014-09-29,5166,5,1,6,6,1175600,97900,636700,48900
3985,2014-09-30,7549,7,5,4,9,972400,40500,506400,20200
3986,2014-10-01,4729,4,7,2,9,700000,29100,364500,14500
3987,2014-10-02,9962,9,9,6,2,1002100,83500,542800,41700
3988,2014-10-03,4264,4,2,6,4,832900,69400,451100,34700
3989,2014-10-06,1482,1,4,8,2,860000,35800,447900,17900
3990,2014-10-07,9948,9,9,4,8,990700,82500,536600,41200
3991,2014-10-08,7188,7,1,8,8,1139400,94900,617100,47400
3992,2014-10-09,4891,4,8,9,1,699700,29100,364400,14500
3993,2014-10-10,7615,7,6,1,5,1341600,55900,698700,27900
3994,2014-10-13,2604,2,6,0,4,984500,41000,512700,20500
3995,2014-10-14,5163,5,1,6,3,807400,33600,420500,16800
3996,2014-10-15,3549,3,5,4,9,915600,38100,476800,19000
3997,2014-10-16,5051,5,0,5,1,1180200,98300,639200,49100
3998,2014-10-17,0134,0,1,3,4,1074500,44700,559600,22300
3999,2014-10-20,1018,1,0,1,8,168000,14000,91000,7000
4000,2014-10-21,0793,0,7,9,3,1234600,51400,643000,25700
4001,2014-10-22,3915,3,9,1,5,776900,32300,404600,16100
4002,2014-10-23,4784,4,7,8,4,1107100,92200,599600,46100
4003,2014-10-24,1542,1,5,4,2,1222900,50900,636900,25400
4004,2014-10-27,7383,7,3,8,3,1265000,105400,685200,52700
4005,2014-10-28,9209,9,2,0,9,1300100,108300,704200,54100
4006,2014-10-29,4344,4,3,4,4,609100,152200,380600,76100
4007,2014-10-30,9124,9,1,2,4,984800,41000,512900,20500
4008,2014-10-31,0621,0,6,2,1,411800,17100,214400,8500
4009,2014-11-03,7893,7,8,9,3,915200,38100,476600,19000
4010,2014-11-04,7457,7,4,5,7,1297000,108000,702500,54000
4011,2014-11-05,4851,4,8,5,1,781800,32500,407100,16200
4012,2014-11-06,9739,9,7,3,9,1448200,120600,784400,60300
4013,2014-11-07,6584,6,5,8,4,1037500,43200,540300,21600
4014,2014-11-10,3722,3,7,2,2,975000,81200,528100,40600
4015,2014-11-11,8598,8,5,9,8,1403200,116900,760000,58400
4016,2014-11-12,7780,7,7,8,0,1167800,97300,632500,48600
4017,2014-11-13,6326,6,3,2,6,903700,75300,489500,37600
4018,2014-11-14,1784,1,7,8,4,918000,38200,478100,19100
4019,2014-11-17,0286,0,2,8,6,1340700,55800,698200,27900
4020,2014-11-18,8704,8,7,0,4,1223700,50900,637300,25400
4021,2014-11-19,3087,3,0,8,7,1062600,44200,553400,22100
4022,2014-11-20,1976,1,9,7,6,768500,32000,400200,16000
4023,2014-11-21,7807,7,8,0,7,1306500,108800,707600,54400
4024,2014-11-24,7728,7,7,2,8,1278000,106500,692200,53200
4025,2014-11-25,0006,0,0,0,6,1019100,254700,636900,127300
4026,2014-11-26,4498,4,4,9,8,1245000,103700,674300,51800
4027,2014-11-27,7381,7,3,8,1,757700,31500,394600,15700
4028,2014-11-28,6799,6,7,9,9,1019600,84900,552200,42400
4029,2014-12-01,8954,8,9,5,4,1079800,44900,562300,22400
4030,2014-12-02,9450,9,4,5,0,994400,41400,517900,20700
4031,2014-12-03,6392,6,3,9,2,971900,40400,506100,20200
4032,2014-12-04,7842,7,8,4,2,971600,40400,506000,20200
4033,2014-12-05,2884,2,8,8,4,1158400,96500,627400,48200
4034,2014-12-08,3342,3,3,4,2,1340000,111600,725800,55800
4035,2014-12-09,9614,9,6,1,4,938600,39100,488800,19500
4036,2014-12-10,8186,8,1,8,6,1568000,130600,849300,65300
4037,2014-12-11,1171,1,1,7,1,552200,138000,345100,69000
4038,2014-12-12,5533,5,5,3,3,928400,154700,541500,77300
4039,2014-12-15,4368,4,3,6,8,805900,33500,419700,16700
4040,2014-12-16,9840,9,8,4,0,892800,37200,465000,18600
4041,2014-12-17,1896,1,8,9,6,824500,34300,429400,17100
4042,2014-12-18,1713,1,7,1,3,917800,76400,497100,38200
4043,2014-12-19,5686,5,6,8,6,911100,75900,493500,37900
4044,2014-12-22,3305,3,3,0,5,1397000,116400,756700,58200
4045,2014-12-23,4621,4,6,2,1,634800,26400,330600,13200
4046,2014-12-24,4596,4,5,9,6,1031500,42900,537200,21400
4047,2014-12-25,6120,6,1,2,0,683300,28400,355800,14200
4048,2014-12-26,3281,3,2,8,1,1102000,45900,573900,22900
4049,2014-12-29,8424,8,4,2,4,932400,77700,505000,38800
4050,2014-12-30,8684,8,6,8,4,596400,49700,323000,24800
4051,2015-01-05,0782,0,7,8,2,1484200,61800,773000,30900
4052,2015-01-06,4931,4,9,3,1,857900,35700,446800,17800
4053,2015-01-07,3058,3,0,5,8,815900,33900,424900,16900
4054,2015-01-08,9946,9,9,4,6,974600,81200,527900,40600
4055,2015-01-09,4337,4,3,3,7,1200300,100000,650100,50000
4056,2015-01-12,2069,2,0,6,9,809600,33700,421600,16800
4057,2015-01-13,5113,5,1,1,3,952300,79300,515800,39600
4058,2015-01-14,1284,1,2,8,4,824900,34300,429600,17100
4059,2015-01-15,5810,5,8,1,0,825900,34400,430100,17200
4060,2015-01-16,2142,2,1,4,2,993600,82800,538200,41400
4061,2015-01-19,1918,1,9,1,8,846100,70500,458300,35200
4062,2015-01-20,1841,1,8,4,1,751800,62600,407200,31300
4063,2015-01-21,0909,0,9,0,9,794300,132300,463300,66100
4064,2015-01-22,7802,7,8,0,2,1087700,45300,566500,22600
4065,2015-01-23,3496,3,4,9,6,1003900,41800,522800,20900
4066,2015-01-26,9353,9,3,5,3,977600,81400,529500,40700
4067,2015-01-27,7176,7,1,7,6,1201300,100100,650700,50000
4068,2015-01-28,3404,3,4,0,4,1194700,99500,647100,49700
4069,2015-01-29,2807,2,8,0,7,1061400,44200,552800,22100
4070,2015-01-30,1666,1,6,6,6,1191700,297900,744800,148900
4071,2015-02-02,7941,7,9,4,1,771000,32100,401500,16000
4072,2015-02-03,9935,9,9,3,5,1236400,103000,669700,51500
4073,2015-02-04,7281,7,2,8,1,923000,38400,480700,19200
4074,2015-02-05,7028,7,0,2,8,535400,22300,278800,11100
4075,2015-02-06,4228,4,2,2,8,926800,77200,502000,38600
4076,2015-02-09,1470,1,4,7,0,865900,36000,450900,18000
4077,2015-02-10,8312,8,3,1,2,857900,35700,446800,17800
4078,2015-02-11,2805,2,8,0,5,803400,33400,418400,16700
4079,2015-02-12,6736,6,7,3,6,1357800,113100,735400,56500
4080,2015-02-13,5142,5,1,4,2,1082500,45100,563800,22500
4081,2015-02-16,5096,5,0,9,6,1047400,43600,545500,21800
4082,2015-02-17,9048,9,0,4,8,1184400,49300,616800,24600
4083,2015-02-18,7739,7,7,3,9,805200,67100,436100,33500
4084,2015-02-19,7112,7,1,1,2,793900,66100,430000,33000
4085,2015-02-20,2827,2,8,2,7,751300,62600,406900,31300
4086,2015-02-23,2457,2,4,5,7,802600,33400,418000,16700
4087,2015-02-24,6405,6,4,0,5,1231400,51300,641300,25600
4088,2015-02-25,5180,5,1,8,0,926900,38600,482700,19300
4089,2015-02-26,3516,3,5,1,6,705600,29400,367500,14700
4090,2015-02-27,9524,9,5,2,4,981300,40800,511000,20400
4091,2015-03-02,1096,1,0,9,6,947700,39400,493500,19700
4092,2015-03-03,2654,2,6,5,4,972000,40500,506200,20200
4093,2015-03-04,0519,0,5,1,9,630500,26200,328300,13100
4094,2015-03-05,2166,2,1,6,6,1115000,92900,603900,46400
4095,2015-03-06,3539,3,5,3,9,1029900,85800,557800,42900
4096,2015-03-09,8573,8,5,7,3,898200,37400,467800,18700
4097,2015-03-10,1191,1,1,9,1,740100,185000,462500,92500
4098,2015-03-11,9846,9,8,4,6,956000,39800,497900,19900
4099,2015-03-12,2370,2,3,7,0,887800,36900,462300,18400
4100,2015-03-13,7078,7,0,7,8,919500,76600,498000,38300
4101,2015-03-16,9154,9,1,5,4,932100,38800,485400,19400
4102,2015-03-17,3533,3,5,3,3,1278800,319700,799200,159800
4103,2015-03-18,6459,6,4,5,9,1032300,43000,537600,21500
4104,2015-03-19,2469,2,4,6,9,605000,25200,315100,12600
4105,2015-03-20,7203,7,2,0,3,1025600,42700,534100,21300
4106,2015-03-23,2371,2,3,7,1,754200,31400,392800,15700
4107,2015-03-24,9007,9,0,0,7,1361600,113400,737500,56700
4108,2015-03-25,0175,0,1,7,5,1197100,49800,623400,24900
4109,2015-03-26,8876,8,8,7,6,1150800,95900,623300,47900
4110,2015-03-27,0542,0,5,4,2,1314500,54700,684600,27300
4111,2015-03-30,6776,6,7,7,6,1222500,203700,713100,101800
4112,2015-03-31,1770,1,7,7,0,1266000,105500,685700,52700
4113,2015-04-01,6223,6,2,2,3,1151600,95900,623700,47900
4114,2015-04-02,5046,5,0,4,6,1248600,52000,650300,26000
4115,2015-04-03,9387,9,3,8,7,915000,38100,476500,19000
4116,2015-04-06,9840,9,8,4,0,965600,40200,502900,20100
4117,2015-04-07,6008,6,0,0,8,1360200,113300,736700,56600
4118,2015-04-08,2196,2,1,9,6,947500,39400,493400,19700
4119,2015-04-09,5708,5,7,0,8,1095400,45600,570500,22800
4120,2015-04-10,6739,6,7,3,9,557200,23200,290200,11600
4121,2015-04-13,8620,8,6,2,0,950000,39500,494700,19700
4122,2015-04-14,6990,6,9,9,0,1199000,99900,649400,49900
4123,2015-04-15,2584,2,5,8,4,917400,38200,477800,19100
4124,2015-04-16,6779,6,7,7,9,935000,77900,506400,38900
4125,2015-04-17,8099,8,0,9,9,823300,68600,445900,34300
4126,2015-04-20,9314,9,3,1,4,952000,39600,495800,19800
4127,2015-04-21,4788,4,7,8,8,1034900,86200,560500,43100
4128,2015-04-22,2864,2,8,6,4,742600,30900,386700,15400
4129,2015-04-23,0563,0,5,6,3,1191000,49600,620300,24800
4130,2015-04-24,1884,1,8,8,4,1065500,88700,577100,44300
4131,2015-04-27,3795,3,7,9,5,716700,29800,373200,14900
4132,2015-04-28,6220,6,2,2,0,822700,68500,445600,34200
4133,2015-04-29,1166,1,1,6,6,1157700,192900,675300,96400
4134,2015-04-30,8474,8,4,7,4,1058000,88100,573000,44000
4135,2015-05-01,2794,2,7,9,4,756400,31500,393900,15700
4136,2015-05-04,6637,6,6,3,7,1476300,123000,799600,61500
4137,2015-05-05,3953,3,9,5,3,879200,73200,476200,36600
4138,2015-05-06,0009,0,0,0,9,751400,187800,469600,93900
4139,2015-05-07,6758,6,7,5,8,940300,39100,489700,19500
4140,2015-05-08,3215,3,2,1,5,818500,34100,426300,17000
4141,2015-05-11,8615,8,6,1,5,696000,29000,362500,14500
4142,2015-05-12,8657,8,6,5,7,1071000,44600,557800,22300
4143,2015-05-13,3349,3,3,4,9,1152800,96000,624400,48000
4144,2015-05-14,3993,3,9,9,3,708600,118100,413300,59000
4145,2015-05-15,2222,2,2,2,2,265600,,,
4146,2015-05-18,9778,9,7,7,8,1176500,98000,637200,49000
4147,2015-05-19,9904,9,9,0,4,1174300,97800,636000,48900
4148,2015-05-20,5864,5,8,6,4,938100,39000,488500,19500
4149,2015-05-21,6950,6,9,5,0,1030300,42900,536600,21400
4150,2015-05-22,6231,6,2,3,1,830100,34500,432300,17200
4151,2015-05-25,7901,7,9,0,1,971100,40400,505700,20200
4152,2015-05-26,6910,6,9,1,0,861500,35800,448600,17900
4153,2015-05-27,6569,6,5,6,9,1177800,98100,637900,49000
4154,2015-05-28,6530,6,5,3,0,1158100,48200,603100,24100
4155,2015-05-29,8492,8,4,9,2,759200,31600,395400,15800
4156,2015-06-01,6637,6,6,3,7,873400,72700,473000,36300
4157,2015-06-02,6359,6,3,5,9,544800,22700,283700,11300
4158,2015-06-03,2141,2,1,4,1,856900,71400,464100,35700
4159,2015-06-04,7809,7,8,0,9,694300,28900,361600,14400
4160,2015-06-05,3096,3,0,9,6,849700,35400,442500,17700
4161,2015-06-08,8779,8,7,7,9,945500,78700,512100,39300
4162,2015-06-09,6770,6,7,7,0,851400,70900,461100,35400
4163,2015-06-10,7145,7,1,4,5,1040200,43300,541700,21600
4164,2015-06-11,7819,7,8,1,9,814600,33900,424200,16900
4165,2015-06-12,0335,0,3,3,5,1492200,124300,808200,62100
4166,2015-06-15,7433,7,4,3,3,1318600,109800,714200,54900
4167,2015-06-16,6898,6,8,9,8,1082100,90100,586100,45000
4168,2015-06-17,4023,4,0,2,3,961700,40000,500800,20000
4169,2015-06-18,9177,9,1,7,7,1229600,102400,666000,51200
4170,2015-06-19,6426,6,4,2,6,1099300,91600,595400,45800
4171,2015-06-22,1990,1,9,9,0,681200,56700,368900,28300
4172,2015-06-23,8256,8,2,5,6,912900,38000,475400,19000
4173,2015-06-24,2870,2,8,7,0,803700,33400,418500,16700
4174,2015-06-25,7993,7,9,9,3,1099200,91600,595400,45800
4175,2015-06-26,4914,4,9,1,4,1008200,84000,546100,42000
4176,2015-06-29,3104,3,1,0,4,321600,13400,167500,6700
4177,2015-06-30,3058,3,0,5,8,722700,30100,376400,15000
4178,2015-07-01,8390,8,3,9,0,1239500,51600,645500,25800
4179,2015-07-02,7965,7,9,6,5,983400,40900,512100,20400
4180,2015-07-03,6100,6,1,0,0,1293800,107800,700800,53900
4181,2015-07-06,1568,1,5,6,8,820300,34100,427200,17000
4182,2015-07-07,1690,1,6,9,0,981100,40800,510900,20400
4183,2015-07-08,9461,9,4,6,1,1065500,44300,554900,22100
4184,2015-07-09,1564,1,5,6,4,275700,11400,143500,5700
4185,2015-07-10,5453,5,4,5,3,1184100,98600,641300,49300
4186,2015-07-13,5702,5,7,0,2,1055000,43900,549400,21900
4187,2015-07-14,6834,6,8,3,4,988700,41100,514900,20500
4188,2015-07-15,5341,5,3,4,1,775000,32200,403600,16100
4189,2015-07-16,4105,4,1,0,5,839900,34900,437400,17400
4190,2015-07-17,7124,7,1,2,4,865200,36000,450600,18000
4191,2015-07-20,0963,0,9,6,3,1030000,42900,536400,21400
4192,2015-07-21,6765,6,7,6,5,1141400,95100,618200,47500
4193,2015-07-22,2699,2,6,9,9,1054600,87800,571200,43900
4194,2015-07-23,8145,8,1,4,5,861300,35800,448500,17900
4195,2015-07-24,2384,2,3,8,4,798100,33200,415600,16600
4196,2015-07-27,0555,0,5,5,5,1265900,316400,791100,158200
4197,2015-07-28,2922,2,9,2,2,974900,243700,609300,121800
4198,2015-07-29,5235,5,2,3,5,1192700,99300,646000,49600
4199,2015-07-30,8063,8,0,6,3,1125700,46900,586300,23400
4200,2015-07-31,7469,7,4,6,9,643400,26800,335100,13400
4201,2015-08-03,4468,4,4,6,8,1124300,93600,608900,46800
4202,2015-08-04,9960,9,9,6,0,1140500,95000,617700,47500
4203,2015-08-05,9792,9,7,9,2,1468800,122400,795600,61200
4204,2015-08-06,9089,9,0,8,9,1014200,84500,549300,42200
4205,2015-08-07,0075,0,0,7,5,1293000,107700,700300,53800
4206,2015-08-10,3472,3,4,7,2,1071400,44600,558000,22300
4207,2015-08-11,0553,0,5,5,3,1288200,107300,697700,53600
4208,2015-08-12,0029,0,0,2,9,1004700,83700,544200,41800
4209,2015-08-13,5872,5,8,7,2,1109900,46200,578000,23100
4210,2015-08-14,8771,8,7,7,1,929400,77400,503400,38700
4211,2015-08-17,6383,6,3,8,3,1212300,101000,656600,50500
4212,2015-08-18,9878,9,8,7,8,831700,69300,450500,34600
4213,2015-08-19,2956,2,9,5,6,665900,27700,346800,13800
4214,2015-08-20,9259,9,2,5,9,841000,70000,455500,35000
4215,2015-08-21,9386,9,3,8,6,938000,39000,488500,19500
4216,2015-08-24,5920,5,9,2,0,821900,34200,428000,17100
4217,2015-08-25,1318,1,3,1,8,887000,73900,480400,36900
4218,2015-08-26,7426,7,4,2,6,854400,35600,445000,17800
4219,2015-08-27,6677,6,6,7,7,1080500,180000,630200,90000
4220,2015-08-28,3364,3,3,6,4,1054800,87900,571300,43900
4221,2015-08-31,8399,8,3,9,9,1128500,94000,611200,47000
4222,2015-09-01,8377,8,3,7,7,1191700,99300,645500,49600
4223,2015-09-02,7859,7,8,5,9,855000,35600,445300,17800
4224,2015-09-03,5037,5,0,3,7,1235500,51400,643400,25700
4225,2015-09-04,1757,1,7,5,7,1056900,88000,572400,44000
4226,2015-09-07,5733,5,7,3,3,700400,58300,379300,29100
4227,2015-09-08,3930,3,9,3,0,912500,76000,494200,38000
4228,2015-09-09,4554,4,5,5,4,1276100,212600,744300,106300
4229,2015-09-10,6425,6,4,2,5,859900,35800,447800,17900
4230,2015-09-11,5109,5,1,0,9,796700,33100,414900,16500
4231,2015-09-14,6255,6,2,5,5,1025300,85400,555300,42700
4232,2015-09-15,3545,3,5,4,5,948700,79000,513800,39500
4233,2015-09-16,6284,6,2,8,4,916000,38100,477000,19000
4234,2015-09-17,7166,7,1,6,6,1023900,85300,554600,42600
4235,2015-09-18,8225,8,2,2,5,1219600,101600,660600,50800
4236,2015-09-21,5540,5,5,4,0,1069500,89100,579300,44500
4237,2015-09-22,0597,0,5,9,7,1169600,48700,609100,24300
4238,2015-09-23,6231,6,2,3,1,1141000,47500,594200,23700
4239,2015-09-24,5187,5,1,8,7,873500,36300,454900,18100
4240,2015-09-25,6013,6,0,1,3,839200,34900,437000,17400
4241,2015-09-28,3318,3,3,1,8,812000,67600,439800,33800
